CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4811062,St. Albert,2014,New Temp. Residents,,450.00000
4817859,Fort Vermilion 173B,2014,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2001,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2002,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2003,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2004,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2005,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2006,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2007,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2008,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2009,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2010,New Temp. Residents,,5.00000
4817859,Fort Vermilion 173B,2011,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2012,New Temp. Residents,,0.00000
4817859,Fort Vermilion 173B,2013,New Temp. Residents,,0.00000
4815023,Canmore,2001,New Temp. Residents,,105.00000
4815023,Canmore,2002,New Temp. Residents,,115.00000
4815023,Canmore,2003,New Temp. Residents,,135.00000
4815023,Canmore,2004,New Temp. Residents,,130.00000
4815023,Canmore,2005,New Temp. Residents,,135.00000
4815023,Canmore,2006,New Temp. Residents,,150.00000
4815023,Canmore,2007,New Temp. Residents,,220.00000
4815023,Canmore,2008,New Temp. Residents,,240.00000
4815023,Canmore,2009,New Temp. Residents,,370.00000
4815023,Canmore,2010,New Temp. Residents,,290.00000
4815023,Canmore,2011,New Temp. Residents,,320.00000
4815023,Canmore,2012,New Temp. Residents,,460.00000
4815023,Canmore,2013,New Temp. Residents,,385.00000
4815023,Canmore,2014,New Temp. Residents,,400.00000
4815027,Ghost Lake,2014,New Temp. Residents,,0.00000
4815027,Ghost Lake,2001,New Temp. Residents,,0.00000
4815027,Ghost Lake,2002,New Temp. Residents,,0.00000
4815027,Ghost Lake,2003,New Temp. Residents,,0.00000
4815027,Ghost Lake,2004,New Temp. Residents,,0.00000
4815027,Ghost Lake,2005,New Temp. Residents,,0.00000
4815027,Ghost Lake,2006,New Temp. Residents,,0.00000
4815027,Ghost Lake,2007,New Temp. Residents,,0.00000
4815027,Ghost Lake,2008,New Temp. Residents,,0.00000
4815027,Ghost Lake,2009,New Temp. Residents,,0.00000
4815027,Ghost Lake,2010,New Temp. Residents,,0.00000
4815027,Ghost Lake,2011,New Temp. Residents,,0.00000
4815027,Ghost Lake,2012,New Temp. Residents,,0.00000
4815027,Ghost Lake,2013,New Temp. Residents,,0.00000
4818002,Fox Creek,2001,New Temp. Residents,,0.00000
4818002,Fox Creek,2002,New Temp. Residents,,0.00000
4818002,Fox Creek,2003,New Temp. Residents,,0.00000
4818002,Fox Creek,2004,New Temp. Residents,,0.00000
4818002,Fox Creek,2005,New Temp. Residents,,0.00000
4818002,Fox Creek,2006,New Temp. Residents,,0.00000
4818002,Fox Creek,2007,New Temp. Residents,,5.00000
4818002,Fox Creek,2008,New Temp. Residents,,0.00000
4818002,Fox Creek,2009,New Temp. Residents,,10.00000
4818002,Fox Creek,2010,New Temp. Residents,,10.00000
4818002,Fox Creek,2011,New Temp. Residents,,25.00000
4818002,Fox Creek,2012,New Temp. Residents,,30.00000
4818002,Fox Creek,2013,New Temp. Residents,,40.00000
4818002,Fox Creek,2014,New Temp. Residents,,50.00000
4818015,Greenview No. 16,2001,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2002,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2003,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2004,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2005,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2006,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2007,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2008,New Temp. Residents,,0.00000
4818015,Greenview No. 16,2009,New Temp. Residents,,5.00000
4818015,Greenview No. 16,2010,New Temp. Residents,,5.00000
4818015,Greenview No. 16,2011,New Temp. Residents,,5.00000
4818015,Greenview No. 16,2012,New Temp. Residents,,15.00000
4818015,Greenview No. 16,2013,New Temp. Residents,,10.00000
4818015,Greenview No. 16,2014,New Temp. Residents,,10.00000
4818018,Valleyview,2014,New Temp. Residents,,70.00000
4818018,Valleyview,2001,New Temp. Residents,,0.00000
4818018,Valleyview,2002,New Temp. Residents,,5.00000
4818018,Valleyview,2003,New Temp. Residents,,0.00000
4818018,Valleyview,2004,New Temp. Residents,,0.00000
4818018,Valleyview,2005,New Temp. Residents,,0.00000
4818018,Valleyview,2006,New Temp. Residents,,0.00000
4818018,Valleyview,2007,New Temp. Residents,,0.00000
4818018,Valleyview,2008,New Temp. Residents,,10.00000
4818018,Valleyview,2009,New Temp. Residents,,25.00000
4818018,Valleyview,2010,New Temp. Residents,,30.00000
4818018,Valleyview,2011,New Temp. Residents,,40.00000
4818018,Valleyview,2012,New Temp. Residents,,50.00000
4818018,Valleyview,2013,New Temp. Residents,,60.00000
4819006,Grande Prairie County No. 1,2001,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2002,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2003,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2004,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2005,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2006,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2007,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2008,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2009,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2010,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2011,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2012,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2013,New Temp. Residents,,0.00000
4819006,Grande Prairie County No. 1,2014,New Temp. Residents,,10.00000
4819008,Hythe,2014,New Temp. Residents,,0.00000
4819008,Hythe,2001,New Temp. Residents,,0.00000
4819008,Hythe,2002,New Temp. Residents,,0.00000
4819008,Hythe,2003,New Temp. Residents,,0.00000
4819008,Hythe,2004,New Temp. Residents,,0.00000
4819008,Hythe,2005,New Temp. Residents,,0.00000
4819008,Hythe,2006,New Temp. Residents,,0.00000
4819008,Hythe,2007,New Temp. Residents,,0.00000
4819008,Hythe,2008,New Temp. Residents,,0.00000
4819008,Hythe,2009,New Temp. Residents,,0.00000
4819008,Hythe,2010,New Temp. Residents,,0.00000
4819008,Hythe,2011,New Temp. Residents,,0.00000
4819008,Hythe,2012,New Temp. Residents,,0.00000
4819008,Hythe,2013,New Temp. Residents,,0.00000
4811805,Alexander 134,2001,New Temp. Residents,,0.00000
4811805,Alexander 134,2002,New Temp. Residents,,0.00000
4811805,Alexander 134,2003,New Temp. Residents,,0.00000
4811805,Alexander 134,2004,New Temp. Residents,,0.00000
4811805,Alexander 134,2005,New Temp. Residents,,0.00000
4811805,Alexander 134,2006,New Temp. Residents,,0.00000
4811805,Alexander 134,2007,New Temp. Residents,,0.00000
4811805,Alexander 134,2008,New Temp. Residents,,0.00000
4811805,Alexander 134,2009,New Temp. Residents,,0.00000
4811805,Alexander 134,2010,New Temp. Residents,,0.00000
4811805,Alexander 134,2011,New Temp. Residents,,0.00000
4811805,Alexander 134,2012,New Temp. Residents,,0.00000
4811805,Alexander 134,2013,New Temp. Residents,,0.00000
4811805,Alexander 134,2014,New Temp. Residents,,0.00000
4812002,Cold Lake,2014,New Temp. Residents,,370.00000
4812002,Cold Lake,2001,New Temp. Residents,,45.00000
4812002,Cold Lake,2002,New Temp. Residents,,50.00000
4812002,Cold Lake,2003,New Temp. Residents,,30.00000
4812002,Cold Lake,2004,New Temp. Residents,,25.00000
4812002,Cold Lake,2005,New Temp. Residents,,25.00000
4812002,Cold Lake,2006,New Temp. Residents,,20.00000
4812002,Cold Lake,2007,New Temp. Residents,,25.00000
4812002,Cold Lake,2008,New Temp. Residents,,45.00000
4812002,Cold Lake,2009,New Temp. Residents,,65.00000
4812002,Cold Lake,2010,New Temp. Residents,,125.00000
4812002,Cold Lake,2011,New Temp. Residents,,140.00000
4812002,Cold Lake,2012,New Temp. Residents,,205.00000
4812002,Cold Lake,2013,New Temp. Residents,,260.00000
4812004,Bonnyville No. 87,2001,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2002,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2003,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2004,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2005,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2006,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2007,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2008,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2009,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2010,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2011,New Temp. Residents,,5.00000
4812004,Bonnyville No. 87,2012,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2013,New Temp. Residents,,0.00000
4812004,Bonnyville No. 87,2014,New Temp. Residents,,0.00000
4812009,Bonnyville,2014,New Temp. Residents,,220.00000
4812009,Bonnyville,2001,New Temp. Residents,,15.00000
4812009,Bonnyville,2002,New Temp. Residents,,5.00000
4812009,Bonnyville,2003,New Temp. Residents,,30.00000
4812009,Bonnyville,2004,New Temp. Residents,,20.00000
4812009,Bonnyville,2005,New Temp. Residents,,10.00000
4812009,Bonnyville,2006,New Temp. Residents,,15.00000
4812009,Bonnyville,2007,New Temp. Residents,,15.00000
4812009,Bonnyville,2008,New Temp. Residents,,30.00000
4812009,Bonnyville,2009,New Temp. Residents,,70.00000
4812009,Bonnyville,2010,New Temp. Residents,,65.00000
4812009,Bonnyville,2011,New Temp. Residents,,95.00000
4812009,Bonnyville,2012,New Temp. Residents,,145.00000
4812009,Bonnyville,2013,New Temp. Residents,,190.00000
4812012,Glendon,2001,New Temp. Residents,,0.00000
4812012,Glendon,2002,New Temp. Residents,,0.00000
4812012,Glendon,2003,New Temp. Residents,,0.00000
4812012,Glendon,2004,New Temp. Residents,,0.00000
4812012,Glendon,2005,New Temp. Residents,,0.00000
4812012,Glendon,2006,New Temp. Residents,,0.00000
4812012,Glendon,2007,New Temp. Residents,,0.00000
4812012,Glendon,2008,New Temp. Residents,,0.00000
4812012,Glendon,2009,New Temp. Residents,,0.00000
4812012,Glendon,2010,New Temp. Residents,,0.00000
4812012,Glendon,2011,New Temp. Residents,,0.00000
4812012,Glendon,2012,New Temp. Residents,,0.00000
4812012,Glendon,2013,New Temp. Residents,,0.00000
4812012,Glendon,2014,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2014,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2001,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2002,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2003,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2004,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2005,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2006,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2007,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2008,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2009,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2010,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2011,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2012,New Temp. Residents,,0.00000
4812014,St. Paul County No. 19,2013,New Temp. Residents,,0.00000
4812016,Elk Point,2001,New Temp. Residents,,0.00000
4812016,Elk Point,2002,New Temp. Residents,,0.00000
4812016,Elk Point,2003,New Temp. Residents,,0.00000
4812016,Elk Point,2004,New Temp. Residents,,0.00000
4812016,Elk Point,2005,New Temp. Residents,,0.00000
4812016,Elk Point,2006,New Temp. Residents,,0.00000
4812016,Elk Point,2007,New Temp. Residents,,0.00000
4812016,Elk Point,2008,New Temp. Residents,,0.00000
4812016,Elk Point,2009,New Temp. Residents,,0.00000
4812016,Elk Point,2010,New Temp. Residents,,0.00000
4812016,Elk Point,2011,New Temp. Residents,,0.00000
4812016,Elk Point,2012,New Temp. Residents,,10.00000
4812016,Elk Point,2013,New Temp. Residents,,10.00000
4812016,Elk Point,2014,New Temp. Residents,,20.00000
4812022,Smoky Lake County,2014,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2001,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2002,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2003,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2004,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2005,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2006,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2007,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2008,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2009,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2010,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2011,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2012,New Temp. Residents,,0.00000
4812022,Smoky Lake County,2013,New Temp. Residents,,0.00000
4812024,Vilna,2001,New Temp. Residents,,0.00000
4812024,Vilna,2002,New Temp. Residents,,0.00000
4812024,Vilna,2003,New Temp. Residents,,0.00000
4812024,Vilna,2004,New Temp. Residents,,0.00000
4812024,Vilna,2005,New Temp. Residents,,0.00000
4812024,Vilna,2006,New Temp. Residents,,0.00000
4812024,Vilna,2007,New Temp. Residents,,0.00000
4812024,Vilna,2008,New Temp. Residents,,15.00000
4812024,Vilna,2009,New Temp. Residents,,10.00000
4812024,Vilna,2010,New Temp. Residents,,0.00000
4812024,Vilna,2011,New Temp. Residents,,0.00000
4812024,Vilna,2012,New Temp. Residents,,0.00000
4812024,Vilna,2013,New Temp. Residents,,0.00000
4812024,Vilna,2014,New Temp. Residents,,0.00000
4812026,Waskatenau,2014,New Temp. Residents,,15.00000
4812026,Waskatenau,2001,New Temp. Residents,,0.00000
4812026,Waskatenau,2002,New Temp. Residents,,0.00000
4812026,Waskatenau,2003,New Temp. Residents,,0.00000
4812026,Waskatenau,2004,New Temp. Residents,,0.00000
4812026,Waskatenau,2005,New Temp. Residents,,0.00000
4812026,Waskatenau,2006,New Temp. Residents,,0.00000
4812026,Waskatenau,2007,New Temp. Residents,,0.00000
4812026,Waskatenau,2008,New Temp. Residents,,0.00000
4812026,Waskatenau,2009,New Temp. Residents,,0.00000
4812026,Waskatenau,2010,New Temp. Residents,,0.00000
4812026,Waskatenau,2011,New Temp. Residents,,5.00000
4812026,Waskatenau,2012,New Temp. Residents,,10.00000
4812026,Waskatenau,2013,New Temp. Residents,,10.00000
4811066,Bon Accord,2001,New Temp. Residents,,0.00000
4811066,Bon Accord,2002,New Temp. Residents,,0.00000
4811066,Bon Accord,2003,New Temp. Residents,,0.00000
4811066,Bon Accord,2004,New Temp. Residents,,0.00000
4811066,Bon Accord,2005,New Temp. Residents,,0.00000
4811066,Bon Accord,2006,New Temp. Residents,,0.00000
4811066,Bon Accord,2007,New Temp. Residents,,0.00000
4811066,Bon Accord,2008,New Temp. Residents,,0.00000
4811066,Bon Accord,2009,New Temp. Residents,,0.00000
4811066,Bon Accord,2010,New Temp. Residents,,0.00000
4811066,Bon Accord,2011,New Temp. Residents,,0.00000
4811066,Bon Accord,2012,New Temp. Residents,,0.00000
4811066,Bon Accord,2013,New Temp. Residents,,0.00000
4811066,Bon Accord,2014,New Temp. Residents,,0.00000
4819072,Berwyn,2014,New Temp. Residents,,0.00000
4819072,Berwyn,2001,New Temp. Residents,,0.00000
4819072,Berwyn,2002,New Temp. Residents,,0.00000
4819072,Berwyn,2003,New Temp. Residents,,0.00000
4819072,Berwyn,2004,New Temp. Residents,,0.00000
4819072,Berwyn,2005,New Temp. Residents,,0.00000
4819072,Berwyn,2006,New Temp. Residents,,0.00000
4819072,Berwyn,2007,New Temp. Residents,,0.00000
4819072,Berwyn,2008,New Temp. Residents,,0.00000
4819072,Berwyn,2009,New Temp. Residents,,0.00000
4819072,Berwyn,2010,New Temp. Residents,,0.00000
4819072,Berwyn,2011,New Temp. Residents,,0.00000
4819072,Berwyn,2012,New Temp. Residents,,0.00000
4819072,Berwyn,2013,New Temp. Residents,,0.00000
4819074,Grimshaw,2001,New Temp. Residents,,0.00000
4819074,Grimshaw,2002,New Temp. Residents,,0.00000
4819074,Grimshaw,2003,New Temp. Residents,,0.00000
4819074,Grimshaw,2004,New Temp. Residents,,0.00000
4819074,Grimshaw,2005,New Temp. Residents,,0.00000
4819074,Grimshaw,2006,New Temp. Residents,,0.00000
4819074,Grimshaw,2007,New Temp. Residents,,0.00000
4819074,Grimshaw,2008,New Temp. Residents,,0.00000
4819074,Grimshaw,2009,New Temp. Residents,,0.00000
4819074,Grimshaw,2010,New Temp. Residents,,0.00000
4819074,Grimshaw,2011,New Temp. Residents,,0.00000
4819074,Grimshaw,2012,New Temp. Residents,,0.00000
4819074,Grimshaw,2013,New Temp. Residents,,0.00000
4819074,Grimshaw,2014,New Temp. Residents,,10.00000
4815007,Crowsnest Pass,2014,New Temp. Residents,,15.00000
4815007,Crowsnest Pass,2001,New Temp. Residents,,5.00000
4815007,Crowsnest Pass,2002,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2003,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2004,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2005,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2006,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2007,New Temp. Residents,,0.00000
4815007,Crowsnest Pass,2008,New Temp. Residents,,5.00000
4815007,Crowsnest Pass,2009,New Temp. Residents,,10.00000
4815007,Crowsnest Pass,2010,New Temp. Residents,,15.00000
4815007,Crowsnest Pass,2011,New Temp. Residents,,20.00000
4815007,Crowsnest Pass,2012,New Temp. Residents,,15.00000
4815007,Crowsnest Pass,2013,New Temp. Residents,,15.00000
4815032,Improvement District No.  9 Banff,2001,New Temp. Residents,,75.00000
4815032,Improvement District No.  9 Banff,2002,New Temp. Residents,,95.00000
4815032,Improvement District No.  9 Banff,2003,New Temp. Residents,,85.00000
4815032,Improvement District No.  9 Banff,2004,New Temp. Residents,,135.00000
4815032,Improvement District No.  9 Banff,2005,New Temp. Residents,,130.00000
4815032,Improvement District No.  9 Banff,2006,New Temp. Residents,,165.00000
4815032,Improvement District No.  9 Banff,2007,New Temp. Residents,,260.00000
4815032,Improvement District No.  9 Banff,2008,New Temp. Residents,,380.00000
4815032,Improvement District No.  9 Banff,2009,New Temp. Residents,,455.00000
4815032,Improvement District No.  9 Banff,2010,New Temp. Residents,,295.00000
4815032,Improvement District No.  9 Banff,2011,New Temp. Residents,,295.00000
4815032,Improvement District No.  9 Banff,2012,New Temp. Residents,,300.00000
4815032,Improvement District No.  9 Banff,2013,New Temp. Residents,,325.00000
4815032,Improvement District No.  9 Banff,2014,New Temp. Residents,,230.00000
4811068,Morinville,2014,New Temp. Residents,,80.00000
4811068,Morinville,2001,New Temp. Residents,,0.00000
4811068,Morinville,2002,New Temp. Residents,,0.00000
4811068,Morinville,2003,New Temp. Residents,,0.00000
4811068,Morinville,2004,New Temp. Residents,,0.00000
4811068,Morinville,2005,New Temp. Residents,,0.00000
4811068,Morinville,2006,New Temp. Residents,,0.00000
4811068,Morinville,2007,New Temp. Residents,,0.00000
4811068,Morinville,2008,New Temp. Residents,,0.00000
4811068,Morinville,2009,New Temp. Residents,,15.00000
4811068,Morinville,2010,New Temp. Residents,,20.00000
4811068,Morinville,2011,New Temp. Residents,,30.00000
4811068,Morinville,2012,New Temp. Residents,,45.00000
4811068,Morinville,2013,New Temp. Residents,,55.00000
4811069,Legal,2001,New Temp. Residents,,0.00000
4811069,Legal,2002,New Temp. Residents,,0.00000
4811069,Legal,2003,New Temp. Residents,,0.00000
4811069,Legal,2004,New Temp. Residents,,0.00000
4811069,Legal,2005,New Temp. Residents,,0.00000
4811069,Legal,2006,New Temp. Residents,,0.00000
4811069,Legal,2007,New Temp. Residents,,0.00000
4811069,Legal,2008,New Temp. Residents,,0.00000
4811069,Legal,2009,New Temp. Residents,,10.00000
4811069,Legal,2010,New Temp. Residents,,5.00000
4811069,Legal,2011,New Temp. Residents,,10.00000
4811069,Legal,2012,New Temp. Residents,,10.00000
4811069,Legal,2013,New Temp. Residents,,10.00000
4811069,Legal,2014,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2014,New Temp. Residents,,5.00000
4811801,Ermineskin 138,2001,New Temp. Residents,,40.00000
4811801,Ermineskin 138,2002,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2003,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2004,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2005,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2006,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2007,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2008,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2009,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2010,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2011,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2012,New Temp. Residents,,0.00000
4811801,Ermineskin 138,2013,New Temp. Residents,,0.00000
4815033,Jasper,2001,New Temp. Residents,,75.00000
4815033,Jasper,2002,New Temp. Residents,,60.00000
4815033,Jasper,2003,New Temp. Residents,,55.00000
4815033,Jasper,2004,New Temp. Residents,,65.00000
4815033,Jasper,2005,New Temp. Residents,,100.00000
4815033,Jasper,2006,New Temp. Residents,,105.00000
4815033,Jasper,2007,New Temp. Residents,,155.00000
4815033,Jasper,2008,New Temp. Residents,,290.00000
4815033,Jasper,2009,New Temp. Residents,,415.00000
4815033,Jasper,2010,New Temp. Residents,,285.00000
4815033,Jasper,2011,New Temp. Residents,,340.00000
4815033,Jasper,2012,New Temp. Residents,,390.00000
4815033,Jasper,2013,New Temp. Residents,,360.00000
4815033,Jasper,2014,New Temp. Residents,,310.00000
4815035,Banff,2014,New Temp. Residents,,1170.00000
4815035,Banff,2001,New Temp. Residents,,1140.00000
4815035,Banff,2002,New Temp. Residents,,1060.00000
4815035,Banff,2003,New Temp. Residents,,1040.00000
4815035,Banff,2004,New Temp. Residents,,895.00000
4815035,Banff,2005,New Temp. Residents,,970.00000
4815035,Banff,2006,New Temp. Residents,,1045.00000
4815035,Banff,2007,New Temp. Residents,,1095.00000
4815035,Banff,2008,New Temp. Residents,,1340.00000
4815035,Banff,2009,New Temp. Residents,,1685.00000
4815035,Banff,2010,New Temp. Residents,,1470.00000
4815035,Banff,2011,New Temp. Residents,,1280.00000
4815035,Banff,2012,New Temp. Residents,,1370.00000
4815035,Banff,2013,New Temp. Residents,,1345.00000
4816037,Wood Buffalo,2001,New Temp. Residents,,270.00000
4816037,Wood Buffalo,2002,New Temp. Residents,,335.00000
4816037,Wood Buffalo,2003,New Temp. Residents,,275.00000
4816037,Wood Buffalo,2004,New Temp. Residents,,255.00000
4816037,Wood Buffalo,2005,New Temp. Residents,,400.00000
4816037,Wood Buffalo,2006,New Temp. Residents,,765.00000
4816037,Wood Buffalo,2007,New Temp. Residents,,1095.00000
4816037,Wood Buffalo,2008,New Temp. Residents,,1445.00000
4816037,Wood Buffalo,2009,New Temp. Residents,,2085.00000
4816037,Wood Buffalo,2010,New Temp. Residents,,1405.00000
4816037,Wood Buffalo,2011,New Temp. Residents,,1550.00000
4816037,Wood Buffalo,2012,New Temp. Residents,,1995.00000
4816037,Wood Buffalo,2013,New Temp. Residents,,2640.00000
4816037,Wood Buffalo,2014,New Temp. Residents,,2975.00000
4810044,Marwayne,2014,New Temp. Residents,,0.00000
4810044,Marwayne,2001,New Temp. Residents,,0.00000
4810044,Marwayne,2002,New Temp. Residents,,0.00000
4810044,Marwayne,2003,New Temp. Residents,,0.00000
4810044,Marwayne,2004,New Temp. Residents,,0.00000
4810044,Marwayne,2005,New Temp. Residents,,0.00000
4810044,Marwayne,2006,New Temp. Residents,,0.00000
4810044,Marwayne,2007,New Temp. Residents,,0.00000
4810044,Marwayne,2008,New Temp. Residents,,0.00000
4810044,Marwayne,2009,New Temp. Residents,,0.00000
4810044,Marwayne,2010,New Temp. Residents,,0.00000
4810044,Marwayne,2011,New Temp. Residents,,0.00000
4810044,Marwayne,2012,New Temp. Residents,,0.00000
4810044,Marwayne,2013,New Temp. Residents,,0.00000
4810064,Lamont,2001,New Temp. Residents,,0.00000
4810064,Lamont,2002,New Temp. Residents,,0.00000
4810064,Lamont,2003,New Temp. Residents,,0.00000
4810064,Lamont,2004,New Temp. Residents,,0.00000
4810064,Lamont,2005,New Temp. Residents,,0.00000
4810064,Lamont,2006,New Temp. Residents,,0.00000
4810064,Lamont,2007,New Temp. Residents,,0.00000
4810064,Lamont,2008,New Temp. Residents,,0.00000
4810064,Lamont,2009,New Temp. Residents,,0.00000
4810064,Lamont,2010,New Temp. Residents,,0.00000
4810064,Lamont,2011,New Temp. Residents,,0.00000
4810064,Lamont,2012,New Temp. Residents,,5.00000
4810064,Lamont,2013,New Temp. Residents,,0.00000
4810064,Lamont,2014,New Temp. Residents,,0.00000
4810066,Bruderheim,2014,New Temp. Residents,,10.00000
4810066,Bruderheim,2001,New Temp. Residents,,0.00000
4810066,Bruderheim,2002,New Temp. Residents,,0.00000
4810066,Bruderheim,2003,New Temp. Residents,,0.00000
4810066,Bruderheim,2004,New Temp. Residents,,0.00000
4810066,Bruderheim,2005,New Temp. Residents,,0.00000
4810066,Bruderheim,2006,New Temp. Residents,,0.00000
4810066,Bruderheim,2007,New Temp. Residents,,0.00000
4810066,Bruderheim,2008,New Temp. Residents,,0.00000
4810066,Bruderheim,2009,New Temp. Residents,,0.00000
4810066,Bruderheim,2010,New Temp. Residents,,0.00000
4810066,Bruderheim,2011,New Temp. Residents,,0.00000
4810066,Bruderheim,2012,New Temp. Residents,,5.00000
4810066,Bruderheim,2013,New Temp. Residents,,0.00000
4811011,Millet,2001,New Temp. Residents,,0.00000
4811011,Millet,2002,New Temp. Residents,,0.00000
4811011,Millet,2003,New Temp. Residents,,0.00000
4811011,Millet,2004,New Temp. Residents,,0.00000
4811011,Millet,2005,New Temp. Residents,,0.00000
4811011,Millet,2006,New Temp. Residents,,0.00000
4811011,Millet,2007,New Temp. Residents,,0.00000
4811011,Millet,2008,New Temp. Residents,,5.00000
4811011,Millet,2009,New Temp. Residents,,15.00000
4811011,Millet,2010,New Temp. Residents,,0.00000
4811011,Millet,2011,New Temp. Residents,,5.00000
4811011,Millet,2012,New Temp. Residents,,10.00000
4811011,Millet,2013,New Temp. Residents,,5.00000
4811011,Millet,2014,New Temp. Residents,,5.00000
4811012,Leduc County,2014,New Temp. Residents,,200.00000
4811012,Leduc County,2001,New Temp. Residents,,60.00000
4811012,Leduc County,2002,New Temp. Residents,,50.00000
4811012,Leduc County,2003,New Temp. Residents,,25.00000
4811012,Leduc County,2004,New Temp. Residents,,40.00000
4811012,Leduc County,2005,New Temp. Residents,,40.00000
4811012,Leduc County,2006,New Temp. Residents,,35.00000
4811012,Leduc County,2007,New Temp. Residents,,60.00000
4811012,Leduc County,2008,New Temp. Residents,,80.00000
4811012,Leduc County,2009,New Temp. Residents,,125.00000
4811012,Leduc County,2010,New Temp. Residents,,70.00000
4811012,Leduc County,2011,New Temp. Residents,,75.00000
