CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4807044,Sedgewick,2001,New Temp. Residents,,0.00000
4807044,Sedgewick,2002,New Temp. Residents,,0.00000
4807044,Sedgewick,2003,New Temp. Residents,,0.00000
4807044,Sedgewick,2004,New Temp. Residents,,0.00000
4807044,Sedgewick,2005,New Temp. Residents,,0.00000
4807044,Sedgewick,2006,New Temp. Residents,,0.00000
4807044,Sedgewick,2007,New Temp. Residents,,0.00000
4807044,Sedgewick,2008,New Temp. Residents,,0.00000
4807044,Sedgewick,2009,New Temp. Residents,,0.00000
4807044,Sedgewick,2010,New Temp. Residents,,0.00000
4807044,Sedgewick,2011,New Temp. Residents,,0.00000
4807044,Sedgewick,2012,New Temp. Residents,,0.00000
4807044,Sedgewick,2013,New Temp. Residents,,0.00000
4807044,Sedgewick,2014,New Temp. Residents,,0.00000
4807046,Lougheed,2014,New Temp. Residents,,0.00000
4807046,Lougheed,2001,New Temp. Residents,,0.00000
4807046,Lougheed,2002,New Temp. Residents,,0.00000
4807046,Lougheed,2003,New Temp. Residents,,0.00000
4807046,Lougheed,2004,New Temp. Residents,,0.00000
4807046,Lougheed,2005,New Temp. Residents,,0.00000
4807046,Lougheed,2006,New Temp. Residents,,0.00000
4807046,Lougheed,2007,New Temp. Residents,,0.00000
4807046,Lougheed,2008,New Temp. Residents,,0.00000
4807046,Lougheed,2009,New Temp. Residents,,0.00000
4807046,Lougheed,2010,New Temp. Residents,,0.00000
4807046,Lougheed,2011,New Temp. Residents,,0.00000
4807046,Lougheed,2012,New Temp. Residents,,0.00000
4807046,Lougheed,2013,New Temp. Residents,,0.00000
4808011,Red Deer,2001,New Temp. Residents,,445.00000
4808011,Red Deer,2002,New Temp. Residents,,325.00000
4808011,Red Deer,2003,New Temp. Residents,,260.00000
4808011,Red Deer,2004,New Temp. Residents,,315.00000
4808011,Red Deer,2005,New Temp. Residents,,395.00000
4808011,Red Deer,2006,New Temp. Residents,,625.00000
4808011,Red Deer,2007,New Temp. Residents,,700.00000
4808011,Red Deer,2008,New Temp. Residents,,1135.00000
4808011,Red Deer,2009,New Temp. Residents,,1170.00000
4808011,Red Deer,2010,New Temp. Residents,,1135.00000
4808011,Red Deer,2011,New Temp. Residents,,1120.00000
4808011,Red Deer,2012,New Temp. Residents,,1325.00000
4808011,Red Deer,2013,New Temp. Residents,,1185.00000
4808011,Red Deer,2014,New Temp. Residents,,1205.00000
4805018,Strathmore,2014,New Temp. Residents,,160.00000
4805018,Strathmore,2001,New Temp. Residents,,65.00000
4805018,Strathmore,2002,New Temp. Residents,,45.00000
4805018,Strathmore,2003,New Temp. Residents,,80.00000
4805018,Strathmore,2004,New Temp. Residents,,70.00000
4805018,Strathmore,2005,New Temp. Residents,,60.00000
4805018,Strathmore,2006,New Temp. Residents,,105.00000
4805018,Strathmore,2007,New Temp. Residents,,165.00000
4805018,Strathmore,2008,New Temp. Residents,,85.00000
4805018,Strathmore,2009,New Temp. Residents,,95.00000
4805018,Strathmore,2010,New Temp. Residents,,125.00000
4805018,Strathmore,2011,New Temp. Residents,,145.00000
4805018,Strathmore,2012,New Temp. Residents,,210.00000
4805018,Strathmore,2013,New Temp. Residents,,175.00000
4805019,Hussar,2001,New Temp. Residents,,0.00000
4805019,Hussar,2002,New Temp. Residents,,0.00000
4805019,Hussar,2003,New Temp. Residents,,0.00000
4805019,Hussar,2004,New Temp. Residents,,0.00000
4805019,Hussar,2005,New Temp. Residents,,0.00000
4805019,Hussar,2006,New Temp. Residents,,0.00000
4805019,Hussar,2007,New Temp. Residents,,0.00000
4805019,Hussar,2008,New Temp. Residents,,0.00000
4805019,Hussar,2009,New Temp. Residents,,0.00000
4805019,Hussar,2010,New Temp. Residents,,0.00000
4805019,Hussar,2011,New Temp. Residents,,0.00000
4805019,Hussar,2012,New Temp. Residents,,0.00000
4805019,Hussar,2013,New Temp. Residents,,0.00000
4805019,Hussar,2014,New Temp. Residents,,0.00000
4805021,Standard,2014,New Temp. Residents,,0.00000
4805021,Standard,2001,New Temp. Residents,,0.00000
4805021,Standard,2002,New Temp. Residents,,0.00000
4805021,Standard,2003,New Temp. Residents,,0.00000
4805021,Standard,2004,New Temp. Residents,,0.00000
4805021,Standard,2005,New Temp. Residents,,0.00000
4805021,Standard,2006,New Temp. Residents,,0.00000
4805021,Standard,2007,New Temp. Residents,,0.00000
4805021,Standard,2008,New Temp. Residents,,0.00000
4805021,Standard,2009,New Temp. Residents,,0.00000
4805021,Standard,2010,New Temp. Residents,,0.00000
4805021,Standard,2011,New Temp. Residents,,5.00000
4805021,Standard,2012,New Temp. Residents,,0.00000
4805021,Standard,2013,New Temp. Residents,,0.00000
4805022,Rockyford,2001,New Temp. Residents,,0.00000
4805022,Rockyford,2002,New Temp. Residents,,0.00000
4805022,Rockyford,2003,New Temp. Residents,,0.00000
4805022,Rockyford,2004,New Temp. Residents,,0.00000
4805022,Rockyford,2005,New Temp. Residents,,0.00000
4805022,Rockyford,2006,New Temp. Residents,,0.00000
4805022,Rockyford,2007,New Temp. Residents,,0.00000
4805022,Rockyford,2008,New Temp. Residents,,5.00000
4805022,Rockyford,2009,New Temp. Residents,,0.00000
4805022,Rockyford,2010,New Temp. Residents,,0.00000
4805022,Rockyford,2011,New Temp. Residents,,0.00000
4805022,Rockyford,2012,New Temp. Residents,,0.00000
4805022,Rockyford,2013,New Temp. Residents,,0.00000
4805022,Rockyford,2014,New Temp. Residents,,0.00000
4805026,Drumheller,2014,New Temp. Residents,,105.00000
4805026,Drumheller,2001,New Temp. Residents,,20.00000
4805026,Drumheller,2002,New Temp. Residents,,15.00000
4805026,Drumheller,2003,New Temp. Residents,,15.00000
4805026,Drumheller,2004,New Temp. Residents,,20.00000
4805026,Drumheller,2005,New Temp. Residents,,15.00000
4805026,Drumheller,2006,New Temp. Residents,,25.00000
4805026,Drumheller,2007,New Temp. Residents,,50.00000
4805026,Drumheller,2008,New Temp. Residents,,115.00000
4805026,Drumheller,2009,New Temp. Residents,,95.00000
4805026,Drumheller,2010,New Temp. Residents,,110.00000
4805026,Drumheller,2011,New Temp. Residents,,90.00000
4805026,Drumheller,2012,New Temp. Residents,,140.00000
4805026,Drumheller,2013,New Temp. Residents,,130.00000
4805034,Delia,2001,New Temp. Residents,,0.00000
4805034,Delia,2002,New Temp. Residents,,10.00000
4805034,Delia,2003,New Temp. Residents,,5.00000
4805034,Delia,2004,New Temp. Residents,,5.00000
4805034,Delia,2005,New Temp. Residents,,10.00000
4805034,Delia,2006,New Temp. Residents,,5.00000
4805034,Delia,2007,New Temp. Residents,,0.00000
4805034,Delia,2008,New Temp. Residents,,0.00000
4805034,Delia,2009,New Temp. Residents,,0.00000
4805034,Delia,2010,New Temp. Residents,,0.00000
4805034,Delia,2011,New Temp. Residents,,5.00000
4805034,Delia,2012,New Temp. Residents,,5.00000
4805034,Delia,2013,New Temp. Residents,,0.00000
4805034,Delia,2014,New Temp. Residents,,0.00000
4805036,Munson,2014,New Temp. Residents,,0.00000
4805036,Munson,2001,New Temp. Residents,,0.00000
4805036,Munson,2002,New Temp. Residents,,0.00000
4805036,Munson,2003,New Temp. Residents,,0.00000
4805036,Munson,2004,New Temp. Residents,,0.00000
4805036,Munson,2005,New Temp. Residents,,0.00000
4805036,Munson,2006,New Temp. Residents,,0.00000
4805036,Munson,2007,New Temp. Residents,,0.00000
4805036,Munson,2008,New Temp. Residents,,0.00000
4805036,Munson,2009,New Temp. Residents,,0.00000
4805036,Munson,2010,New Temp. Residents,,0.00000
4805036,Munson,2011,New Temp. Residents,,0.00000
4805036,Munson,2012,New Temp. Residents,,0.00000
4805036,Munson,2013,New Temp. Residents,,0.00000
4805038,Morrin,2001,New Temp. Residents,,0.00000
4805038,Morrin,2002,New Temp. Residents,,0.00000
4805038,Morrin,2003,New Temp. Residents,,0.00000
4805038,Morrin,2004,New Temp. Residents,,0.00000
4805038,Morrin,2005,New Temp. Residents,,0.00000
4805038,Morrin,2006,New Temp. Residents,,0.00000
4805038,Morrin,2007,New Temp. Residents,,0.00000
4805038,Morrin,2008,New Temp. Residents,,0.00000
4805038,Morrin,2009,New Temp. Residents,,0.00000
4805038,Morrin,2010,New Temp. Residents,,0.00000
4805038,Morrin,2011,New Temp. Residents,,0.00000
4805038,Morrin,2012,New Temp. Residents,,0.00000
4805038,Morrin,2013,New Temp. Residents,,0.00000
4805038,Morrin,2014,New Temp. Residents,,0.00000
4805041,Kneehill County,2014,New Temp. Residents,,0.00000
4805041,Kneehill County,2001,New Temp. Residents,,0.00000
4805041,Kneehill County,2002,New Temp. Residents,,0.00000
4805041,Kneehill County,2003,New Temp. Residents,,0.00000
4805041,Kneehill County,2004,New Temp. Residents,,0.00000
4805041,Kneehill County,2005,New Temp. Residents,,0.00000
4805041,Kneehill County,2006,New Temp. Residents,,0.00000
4805041,Kneehill County,2007,New Temp. Residents,,0.00000
4805041,Kneehill County,2008,New Temp. Residents,,0.00000
4805041,Kneehill County,2009,New Temp. Residents,,0.00000
4805041,Kneehill County,2010,New Temp. Residents,,0.00000
4805041,Kneehill County,2011,New Temp. Residents,,0.00000
4805041,Kneehill County,2012,New Temp. Residents,,0.00000
4805041,Kneehill County,2013,New Temp. Residents,,0.00000
4805042,Carbon,2001,New Temp. Residents,,0.00000
4805042,Carbon,2002,New Temp. Residents,,0.00000
4805042,Carbon,2003,New Temp. Residents,,0.00000
4805042,Carbon,2004,New Temp. Residents,,0.00000
4805042,Carbon,2005,New Temp. Residents,,0.00000
4805042,Carbon,2006,New Temp. Residents,,0.00000
4805042,Carbon,2007,New Temp. Residents,,0.00000
4805042,Carbon,2008,New Temp. Residents,,0.00000
4805042,Carbon,2009,New Temp. Residents,,0.00000
4805042,Carbon,2010,New Temp. Residents,,0.00000
4805042,Carbon,2011,New Temp. Residents,,0.00000
4805042,Carbon,2012,New Temp. Residents,,0.00000
4805042,Carbon,2013,New Temp. Residents,,0.00000
4805042,Carbon,2014,New Temp. Residents,,0.00000
4808012,Sylvan Lake,2014,New Temp. Residents,,75.00000
4808012,Sylvan Lake,2001,New Temp. Residents,,20.00000
4808012,Sylvan Lake,2002,New Temp. Residents,,10.00000
4808012,Sylvan Lake,2003,New Temp. Residents,,0.00000
4808012,Sylvan Lake,2004,New Temp. Residents,,20.00000
4808012,Sylvan Lake,2005,New Temp. Residents,,15.00000
4808012,Sylvan Lake,2006,New Temp. Residents,,25.00000
4808012,Sylvan Lake,2007,New Temp. Residents,,25.00000
4808012,Sylvan Lake,2008,New Temp. Residents,,30.00000
4808012,Sylvan Lake,2009,New Temp. Residents,,55.00000
4808012,Sylvan Lake,2010,New Temp. Residents,,50.00000
4808012,Sylvan Lake,2011,New Temp. Residents,,45.00000
4808012,Sylvan Lake,2012,New Temp. Residents,,60.00000
4808012,Sylvan Lake,2013,New Temp. Residents,,90.00000
4808013,Norglenwold,2001,New Temp. Residents,,0.00000
4808013,Norglenwold,2002,New Temp. Residents,,0.00000
4808013,Norglenwold,2003,New Temp. Residents,,0.00000
4808013,Norglenwold,2004,New Temp. Residents,,0.00000
4808013,Norglenwold,2005,New Temp. Residents,,0.00000
4808013,Norglenwold,2006,New Temp. Residents,,0.00000
4808013,Norglenwold,2007,New Temp. Residents,,0.00000
4808013,Norglenwold,2008,New Temp. Residents,,0.00000
4808013,Norglenwold,2009,New Temp. Residents,,0.00000
4808013,Norglenwold,2010,New Temp. Residents,,0.00000
4808013,Norglenwold,2011,New Temp. Residents,,0.00000
4808013,Norglenwold,2012,New Temp. Residents,,0.00000
4808013,Norglenwold,2013,New Temp. Residents,,0.00000
4808013,Norglenwold,2014,New Temp. Residents,,0.00000
4801009,Foremost,2014,New Temp. Residents,,0.00000
4801009,Foremost,2001,New Temp. Residents,,0.00000
4801009,Foremost,2002,New Temp. Residents,,0.00000
4801009,Foremost,2003,New Temp. Residents,,0.00000
4801009,Foremost,2004,New Temp. Residents,,0.00000
4801009,Foremost,2005,New Temp. Residents,,0.00000
4801009,Foremost,2006,New Temp. Residents,,0.00000
4801009,Foremost,2007,New Temp. Residents,,0.00000
4801009,Foremost,2008,New Temp. Residents,,0.00000
4801009,Foremost,2009,New Temp. Residents,,0.00000
4801009,Foremost,2010,New Temp. Residents,,0.00000
4801009,Foremost,2011,New Temp. Residents,,0.00000
4801009,Foremost,2012,New Temp. Residents,,0.00000
4801009,Foremost,2013,New Temp. Residents,,0.00000
4801014,Bow Island,2001,New Temp. Residents,,0.00000
4801014,Bow Island,2002,New Temp. Residents,,0.00000
4801014,Bow Island,2003,New Temp. Residents,,0.00000
4801014,Bow Island,2004,New Temp. Residents,,5.00000
4801014,Bow Island,2005,New Temp. Residents,,0.00000
4801014,Bow Island,2006,New Temp. Residents,,0.00000
4801014,Bow Island,2007,New Temp. Residents,,0.00000
4801014,Bow Island,2008,New Temp. Residents,,5.00000
4801014,Bow Island,2009,New Temp. Residents,,5.00000
4801014,Bow Island,2010,New Temp. Residents,,0.00000
4801014,Bow Island,2011,New Temp. Residents,,0.00000
4801014,Bow Island,2012,New Temp. Residents,,0.00000
4801014,Bow Island,2013,New Temp. Residents,,0.00000
4801014,Bow Island,2014,New Temp. Residents,,0.00000
4801018,Redcliff,2014,New Temp. Residents,,140.00000
4801018,Redcliff,2001,New Temp. Residents,,30.00000
4801018,Redcliff,2002,New Temp. Residents,,25.00000
4801018,Redcliff,2003,New Temp. Residents,,20.00000
4801018,Redcliff,2004,New Temp. Residents,,15.00000
4801018,Redcliff,2005,New Temp. Residents,,35.00000
4801018,Redcliff,2006,New Temp. Residents,,65.00000
4801018,Redcliff,2007,New Temp. Residents,,70.00000
4801018,Redcliff,2008,New Temp. Residents,,80.00000
4801018,Redcliff,2009,New Temp. Residents,,105.00000
4801018,Redcliff,2010,New Temp. Residents,,175.00000
4801018,Redcliff,2011,New Temp. Residents,,105.00000
4801018,Redcliff,2012,New Temp. Residents,,160.00000
4801018,Redcliff,2013,New Temp. Residents,,160.00000
4802002,Coutts,2001,New Temp. Residents,,280.00000
4802002,Coutts,2002,New Temp. Residents,,255.00000
4802002,Coutts,2003,New Temp. Residents,,180.00000
4802002,Coutts,2004,New Temp. Residents,,185.00000
4802002,Coutts,2005,New Temp. Residents,,165.00000
4802002,Coutts,2006,New Temp. Residents,,210.00000
4802002,Coutts,2007,New Temp. Residents,,205.00000
4802002,Coutts,2008,New Temp. Residents,,175.00000
4802002,Coutts,2009,New Temp. Residents,,155.00000
4802002,Coutts,2010,New Temp. Residents,,90.00000
4802002,Coutts,2011,New Temp. Residents,,70.00000
4802002,Coutts,2012,New Temp. Residents,,60.00000
4802002,Coutts,2013,New Temp. Residents,,70.00000
4802002,Coutts,2014,New Temp. Residents,,40.00000
4802004,Milk River,2014,New Temp. Residents,,5.00000
4802004,Milk River,2001,New Temp. Residents,,0.00000
4802004,Milk River,2002,New Temp. Residents,,0.00000
4802004,Milk River,2003,New Temp. Residents,,0.00000
4802004,Milk River,2004,New Temp. Residents,,0.00000
4802004,Milk River,2005,New Temp. Residents,,0.00000
4802004,Milk River,2006,New Temp. Residents,,0.00000
4802004,Milk River,2007,New Temp. Residents,,0.00000
4802004,Milk River,2008,New Temp. Residents,,0.00000
4802004,Milk River,2009,New Temp. Residents,,0.00000
4802004,Milk River,2010,New Temp. Residents,,0.00000
4802004,Milk River,2011,New Temp. Residents,,0.00000
4802004,Milk River,2012,New Temp. Residents,,5.00000
4802004,Milk River,2013,New Temp. Residents,,10.00000
4802006,Warner,2001,New Temp. Residents,,0.00000
4802006,Warner,2002,New Temp. Residents,,0.00000
4802006,Warner,2003,New Temp. Residents,,0.00000
4802006,Warner,2004,New Temp. Residents,,0.00000
4802006,Warner,2005,New Temp. Residents,,0.00000
4802006,Warner,2006,New Temp. Residents,,0.00000
4802006,Warner,2007,New Temp. Residents,,0.00000
4802006,Warner,2008,New Temp. Residents,,0.00000
4802006,Warner,2009,New Temp. Residents,,0.00000
4802006,Warner,2010,New Temp. Residents,,0.00000
4802006,Warner,2011,New Temp. Residents,,0.00000
4802006,Warner,2012,New Temp. Residents,,0.00000
4802006,Warner,2013,New Temp. Residents,,0.00000
4802006,Warner,2014,New Temp. Residents,,0.00000
4807048,Hardisty,2014,New Temp. Residents,,15.00000
4807048,Hardisty,2001,New Temp. Residents,,0.00000
4807048,Hardisty,2002,New Temp. Residents,,0.00000
4807048,Hardisty,2003,New Temp. Residents,,0.00000
4807048,Hardisty,2004,New Temp. Residents,,0.00000
4807048,Hardisty,2005,New Temp. Residents,,0.00000
4807048,Hardisty,2006,New Temp. Residents,,0.00000
4807048,Hardisty,2007,New Temp. Residents,,0.00000
4807048,Hardisty,2008,New Temp. Residents,,0.00000
4807048,Hardisty,2009,New Temp. Residents,,0.00000
4807048,Hardisty,2010,New Temp. Residents,,5.00000
4807048,Hardisty,2011,New Temp. Residents,,0.00000
4807048,Hardisty,2012,New Temp. Residents,,0.00000
4807048,Hardisty,2013,New Temp. Residents,,5.00000
4807051,Chauvin,2001,New Temp. Residents,,0.00000
4807051,Chauvin,2002,New Temp. Residents,,0.00000
4807051,Chauvin,2003,New Temp. Residents,,0.00000
4807051,Chauvin,2004,New Temp. Residents,,0.00000
4807051,Chauvin,2005,New Temp. Residents,,0.00000
4807051,Chauvin,2006,New Temp. Residents,,0.00000
4807051,Chauvin,2007,New Temp. Residents,,0.00000
4807051,Chauvin,2008,New Temp. Residents,,0.00000
4807051,Chauvin,2009,New Temp. Residents,,0.00000
4807051,Chauvin,2010,New Temp. Residents,,0.00000
4807051,Chauvin,2011,New Temp. Residents,,0.00000
4807051,Chauvin,2012,New Temp. Residents,,0.00000
4807051,Chauvin,2013,New Temp. Residents,,0.00000
4807051,Chauvin,2014,New Temp. Residents,,0.00000
4807052,Edgerton,2014,New Temp. Residents,,5.00000
4807052,Edgerton,2001,New Temp. Residents,,0.00000
4807052,Edgerton,2002,New Temp. Residents,,0.00000
4807052,Edgerton,2003,New Temp. Residents,,0.00000
4807052,Edgerton,2004,New Temp. Residents,,0.00000
4807052,Edgerton,2005,New Temp. Residents,,0.00000
4807052,Edgerton,2006,New Temp. Residents,,0.00000
4807052,Edgerton,2007,New Temp. Residents,,0.00000
4807052,Edgerton,2008,New Temp. Residents,,0.00000
4807052,Edgerton,2009,New Temp. Residents,,0.00000
4807052,Edgerton,2010,New Temp. Residents,,0.00000
4807052,Edgerton,2011,New Temp. Residents,,0.00000
4807052,Edgerton,2012,New Temp. Residents,,0.00000
4807052,Edgerton,2013,New Temp. Residents,,0.00000
4807054,Wainwright,2001,New Temp. Residents,,20.00000
4807054,Wainwright,2002,New Temp. Residents,,20.00000
4807054,Wainwright,2003,New Temp. Residents,,30.00000
4807054,Wainwright,2004,New Temp. Residents,,25.00000
4807054,Wainwright,2005,New Temp. Residents,,15.00000
4807054,Wainwright,2006,New Temp. Residents,,15.00000
4807054,Wainwright,2007,New Temp. Residents,,25.00000
4807054,Wainwright,2008,New Temp. Residents,,30.00000
4807054,Wainwright,2009,New Temp. Residents,,40.00000
4807054,Wainwright,2010,New Temp. Residents,,55.00000
4807054,Wainwright,2011,New Temp. Residents,,60.00000
4807054,Wainwright,2012,New Temp. Residents,,75.00000
4807054,Wainwright,2013,New Temp. Residents,,90.00000
4807054,Wainwright,2014,New Temp. Residents,,80.00000
4807056,Irma,2014,New Temp. Residents,,5.00000
4807056,Irma,2001,New Temp. Residents,,0.00000
4807056,Irma,2002,New Temp. Residents,,0.00000
4807056,Irma,2003,New Temp. Residents,,0.00000
4807056,Irma,2004,New Temp. Residents,,0.00000
4807056,Irma,2005,New Temp. Residents,,0.00000
4807056,Irma,2006,New Temp. Residents,,0.00000
4807056,Irma,2007,New Temp. Residents,,0.00000
4807056,Irma,2008,New Temp. Residents,,5.00000
4807056,Irma,2009,New Temp. Residents,,5.00000
4807056,Irma,2010,New Temp. Residents,,0.00000
4807056,Irma,2011,New Temp. Residents,,0.00000
4807056,Irma,2012,New Temp. Residents,,5.00000
4807056,Irma,2013,New Temp. Residents,,15.00000
4808001,Red Deer County,2001,New Temp. Residents,,0.00000
4808001,Red Deer County,2002,New Temp. Residents,,0.00000
4808001,Red Deer County,2003,New Temp. Residents,,0.00000
4808001,Red Deer County,2004,New Temp. Residents,,0.00000
4808001,Red Deer County,2005,New Temp. Residents,,0.00000
4808001,Red Deer County,2006,New Temp. Residents,,0.00000
4808001,Red Deer County,2007,New Temp. Residents,,0.00000
4808001,Red Deer County,2008,New Temp. Residents,,0.00000
4808001,Red Deer County,2009,New Temp. Residents,,0.00000
4808001,Red Deer County,2010,New Temp. Residents,,0.00000
4808001,Red Deer County,2011,New Temp. Residents,,0.00000
4808001,Red Deer County,2012,New Temp. Residents,,0.00000
4808001,Red Deer County,2013,New Temp. Residents,,0.00000
4808001,Red Deer County,2014,New Temp. Residents,,10.00000
4808002,Elnora,2014,New Temp. Residents,,0.00000
4808002,Elnora,2001,New Temp. Residents,,0.00000
4808002,Elnora,2002,New Temp. Residents,,0.00000
4808002,Elnora,2003,New Temp. Residents,,0.00000
4808002,Elnora,2004,New Temp. Residents,,0.00000
4808002,Elnora,2005,New Temp. Residents,,0.00000
4808002,Elnora,2006,New Temp. Residents,,0.00000
4808002,Elnora,2007,New Temp. Residents,,0.00000
4808002,Elnora,2008,New Temp. Residents,,0.00000
4808002,Elnora,2009,New Temp. Residents,,0.00000
4808002,Elnora,2010,New Temp. Residents,,0.00000
4808002,Elnora,2011,New Temp. Residents,,0.00000
4808002,Elnora,2012,New Temp. Residents,,0.00000
4808002,Elnora,2013,New Temp. Residents,,0.00000
4805009,Milo,2001,New Temp. Residents,,0.00000
4805009,Milo,2002,New Temp. Residents,,0.00000
4805009,Milo,2003,New Temp. Residents,,0.00000
4805009,Milo,2004,New Temp. Residents,,0.00000
4805009,Milo,2005,New Temp. Residents,,0.00000
4805009,Milo,2006,New Temp. Residents,,0.00000
4805009,Milo,2007,New Temp. Residents,,0.00000
4805009,Milo,2008,New Temp. Residents,,0.00000
4805009,Milo,2009,New Temp. Residents,,0.00000
4805009,Milo,2010,New Temp. Residents,,0.00000
4805009,Milo,2011,New Temp. Residents,,0.00000
4805009,Milo,2012,New Temp. Residents,,0.00000
4805009,Milo,2013,New Temp. Residents,,0.00000
4805009,Milo,2014,New Temp. Residents,,0.00000
4805011,Arrowwood,2014,New Temp. Residents,,0.00000
4805011,Arrowwood,2001,New Temp. Residents,,0.00000
4805011,Arrowwood,2002,New Temp. Residents,,0.00000
4805011,Arrowwood,2003,New Temp. Residents,,0.00000
4805011,Arrowwood,2004,New Temp. Residents,,0.00000
4805011,Arrowwood,2005,New Temp. Residents,,0.00000
4805011,Arrowwood,2006,New Temp. Residents,,0.00000
4805011,Arrowwood,2007,New Temp. Residents,,0.00000
4805011,Arrowwood,2008,New Temp. Residents,,0.00000
4805011,Arrowwood,2009,New Temp. Residents,,0.00000
4805011,Arrowwood,2010,New Temp. Residents,,0.00000
4805011,Arrowwood,2011,New Temp. Residents,,0.00000
4805011,Arrowwood,2012,New Temp. Residents,,0.00000
4805011,Arrowwood,2013,New Temp. Residents,,0.00000
4805012,Wheatland County,2001,New Temp. Residents,,0.00000
4805012,Wheatland County,2002,New Temp. Residents,,0.00000
4805012,Wheatland County,2003,New Temp. Residents,,0.00000
4805012,Wheatland County,2004,New Temp. Residents,,0.00000
4805012,Wheatland County,2005,New Temp. Residents,,0.00000
4805012,Wheatland County,2006,New Temp. Residents,,0.00000
4805012,Wheatland County,2007,New Temp. Residents,,0.00000
4805012,Wheatland County,2008,New Temp. Residents,,0.00000
4805012,Wheatland County,2009,New Temp. Residents,,0.00000
4805012,Wheatland County,2010,New Temp. Residents,,0.00000
4805012,Wheatland County,2011,New Temp. Residents,,0.00000
4805012,Wheatland County,2012,New Temp. Residents,,10.00000
4805012,Wheatland County,2013,New Temp. Residents,,10.00000
4805012,Wheatland County,2014,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2014,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2001,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2002,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2003,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2004,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2005,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2006,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2007,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2008,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2009,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2010,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2011,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2012,New Temp. Residents,,0.00000
4807019,Stettler County No. 6,2013,New Temp. Residents,,0.00000
4807021,Big Valley,2001,New Temp. Residents,,0.00000
4807021,Big Valley,2002,New Temp. Residents,,0.00000
4807021,Big Valley,2003,New Temp. Residents,,0.00000
4807021,Big Valley,2004,New Temp. Residents,,0.00000
4807021,Big Valley,2005,New Temp. Residents,,0.00000
4807021,Big Valley,2006,New Temp. Residents,,0.00000
4807021,Big Valley,2007,New Temp. Residents,,0.00000
4807021,Big Valley,2008,New Temp. Residents,,0.00000
4807021,Big Valley,2009,New Temp. Residents,,0.00000
4807021,Big Valley,2010,New Temp. Residents,,0.00000
4807021,Big Valley,2011,New Temp. Residents,,0.00000
4807021,Big Valley,2012,New Temp. Residents,,0.00000
4807021,Big Valley,2013,New Temp. Residents,,0.00000
4807021,Big Valley,2014,New Temp. Residents,,0.00000
4807026,Stettler,2014,New Temp. Residents,,70.00000
4807026,Stettler,2001,New Temp. Residents,,15.00000
4807026,Stettler,2002,New Temp. Residents,,10.00000
4807026,Stettler,2003,New Temp. Residents,,15.00000
4807026,Stettler,2004,New Temp. Residents,,20.00000
4807026,Stettler,2005,New Temp. Residents,,15.00000
4807026,Stettler,2006,New Temp. Residents,,10.00000
4807026,Stettler,2007,New Temp. Residents,,10.00000
4807026,Stettler,2008,New Temp. Residents,,25.00000
4807026,Stettler,2009,New Temp. Residents,,35.00000
4807026,Stettler,2010,New Temp. Residents,,40.00000
4807026,Stettler,2011,New Temp. Residents,,30.00000
4807026,Stettler,2012,New Temp. Residents,,40.00000
4807026,Stettler,2013,New Temp. Residents,,60.00000
4805044,Acme,2001,New Temp. Residents,,0.00000
4805044,Acme,2002,New Temp. Residents,,0.00000
4805044,Acme,2003,New Temp. Residents,,0.00000
4805044,Acme,2004,New Temp. Residents,,0.00000
4805044,Acme,2005,New Temp. Residents,,0.00000
4805044,Acme,2006,New Temp. Residents,,0.00000
4805044,Acme,2007,New Temp. Residents,,0.00000
4805044,Acme,2008,New Temp. Residents,,5.00000
4805044,Acme,2009,New Temp. Residents,,0.00000
4805044,Acme,2010,New Temp. Residents,,5.00000
4805044,Acme,2011,New Temp. Residents,,0.00000
4805044,Acme,2012,New Temp. Residents,,10.00000
4805044,Acme,2013,New Temp. Residents,,0.00000
4805044,Acme,2014,New Temp. Residents,,10.00000
4805046,Linden,2014,New Temp. Residents,,0.00000
4805046,Linden,2001,New Temp. Residents,,0.00000
4805046,Linden,2002,New Temp. Residents,,0.00000
4805046,Linden,2003,New Temp. Residents,,0.00000
4805046,Linden,2004,New Temp. Residents,,0.00000
4805046,Linden,2005,New Temp. Residents,,0.00000
4805046,Linden,2006,New Temp. Residents,,0.00000
4805046,Linden,2007,New Temp. Residents,,0.00000
4805046,Linden,2008,New Temp. Residents,,60.00000
4805046,Linden,2009,New Temp. Residents,,5.00000
4805046,Linden,2010,New Temp. Residents,,65.00000
4805046,Linden,2011,New Temp. Residents,,5.00000
4805046,Linden,2012,New Temp. Residents,,20.00000
